rank,id,asset_id,attributes/0/traitType,attributes/0/value,attributes/0/percentage,attributes/1/traitType,attributes/1/value,attributes/1/percentage,attributes/2/traitType,attributes/2/value,attributes/2/percentage,attributes/3/traitType,attributes/3/value,attributes/3/percentage,attributes/4/traitType,attributes/4/value,attributes/4/percentage,attributes/5/traitType,attributes/5/value,attributes/5/percentage,attributes/6/traitType,attributes/6/value,attributes/6/percentage,attributes/7/traitType,attributes/7/value,attributes/7/percentage,attributes/8/traitType,attributes/8/value,attributes/8/percentage,score,attributes/9/traitType,attributes/9/value,attributes/9/percentage
9633,9200,ebb2e1075a5e6eef974ad3108f32b9c8,Attack,9,14.61,Barrel,Brute - Sidearm,3.22,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Sandstorm,5.70,Defense,8,22.62,Energy Type,HyperLight,20.07,Grip,Arch,7.06,Weapon Type,Sidearm,16.94,91.89043281276327,,,
7144,9201,1178326e1ace2190a1edf0fb4c2c7b1f,Attack,12,16.48,Blade,Hatchet,3.25,Category,Bladed,50.00,Color Scheme,Tech Panels,5.19,Defense,9,30.42,Energy Type,Valorite,10.09,Handle,Charged,5.52,Pomel,Orical,7.42,Weapon Type,Axe,13.57,110.26535616027958,,,
3982,9202,a7bdf5acf029e44bf804cada0cc670bf,Attack,11,26.75,Blade,Maco,2.79,Category,Bladed,50.00,Color Scheme,Silver Panels,3.76,Defense,12,4.18,Energy Type,AntiMatter - Dark,5.73,Handle,Ladder Grip,8.14,Pomel,Icosa,8.33,Weapon Type,Knife,20.23,138.78477623941146,,,
5697,9203,0d1d789abd2fbc003a17f5f4fa57332e,Attack,9,14.61,Blade,Breaker,3.11,Category,Bladed,50.00,Color Scheme,Army Green,5.81,Defense,10,22.66,Energy Type,HyperLight,20.07,Handle,Conical,7.86,Pomel,Omni,2.85,Weapon Type,Sword,16.20,121.58950057924858,,,
4823,9204,5e70c1c707c5feb5a2eae0bfdafc3644,Attack,12,16.48,Blade,Cyber Edge,1.85,Category,Bladed,50.00,Color Scheme,Scratched Black Paint,6.06,Defense,9,30.42,Energy Type,AntiMatter - Dark,5.73,Handle,Conical,7.86,Pomel,Link,9.40,Weapon Type,Axe,13.57,130.09312428486697,,,
265,9205,95d5342f2064c93e7dfda5a8ae859a77,Attack,11,26.75,Barrel,Brute - Rifle,2.10,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Chrome,0.84,Defense,8,22.62,Energy Type,Helios,19.63,Grip,Hollow Glow,8.05,Stock,Phantom,0.95,314.37505623445,Weapon Type,Rifle,10.21
1170,9206,2b46625db5f65e84f83b445e2fa3b60b,Attack,9,14.61,Barrel,Brute - SMG,3.74,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Chrome,0.84,Defense,9,30.42,Energy Type,HyperLight,20.07,Grip,Widow,7.87,Stock,Fixed Hollow,5.03,206.7875170241466,Weapon Type,SMG,15.81
3191,9207,edebecf30668f159e591edee0be7c688,Attack,12,16.48,Barrel,Mantis,1.32,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Army Green,5.81,Defense,10,22.66,Energy Type,Helios - Charged,10.13,Grip,Arch,7.06,Weapon Type,Blaster,7.04,148.66594764041417,,,
5568,9208,96191f3ba3c3291954db18b90cc660a8,Attack,11,26.75,Blade,Rose Thorn,3.05,Category,Bladed,50.00,Color Scheme,Carbon Fiber,5.28,Defense,10,22.66,Energy Type,AntiMatter - Dark,5.73,Handle,Bolstered,3.60,Pomel,Link,9.40,Weapon Type,Knife,20.23,122.68889597079684,,,
2078,9209,b4d113002d3097125fe459f0f53c8a49,Attack,9,14.61,Blade,Ripper,3.22,Category,Bladed,50.00,Color Scheme,Circuit Board,1.75,Defense,9,30.42,Energy Type,HyperLight - Focused,15.74,Handle,Helix,2.05,Pomel,Link,9.40,Weapon Type,Knife,20.23,171.04587527320137,,,
5770,9210,f560d8ed133fbc82cf3a392f942003b7,Attack,9,14.61,Blade,Straight Edge,3.31,Category,Bladed,50.00,Color Scheme,Damascus,2.92,Defense,9,30.42,Energy Type,HyperLight - Focused,15.74,Handle,Charged,5.52,Pomel,Spiral,7.28,Weapon Type,Sword,16.20,120.9682790763523,,,
5435,9211,3d1d0e9d33fa95a9c6f0be333bdd5299,Attack,9,14.61,Barrel,Ironside - SMG,3.94,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Silver Panels,3.76,Defense,9,30.42,Energy Type,HyperLight,20.07,Grip,Carved,6.94,Stock,Shock Absorber,3.64,123.8984744545596,Weapon Type,SMG,15.81
1612,9212,5196af840c61204bb3bc18c9fc20dac7,Attack,10,28.78,Barrel,Rampage,1.10,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Striped,5.23,Defense,11,11.74,Energy Type,HyperLight,20.07,Grip,Recurved,4.07,Stock,Fixed Hollow,5.03,186.3811445949026,Weapon Type,SMG,15.81
6255,9213,6edfad2886a6f43753af0c7ddc337950,Attack,10,28.78,Barrel,Ironside - Sidearm,4.39,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Light Camo,5.36,Defense,8,22.62,Energy Type,Helios,19.63,Grip,Flintlock,2.02,Weapon Type,Sidearm,16.94,116.80876745060057,,,
791,9214,6161350d44292d7f9c77e11e665edf86,Attack,10,28.78,Blade,Hollow Point,3.42,Category,Bladed,50.00,Color Scheme,Wooden/Traditional,1.39,Defense,8,22.62,Energy Type,HyperLight - Focused,15.74,Handle,Chamber,0.97,Pomel,Link,9.40,Weapon Type,Knife,20.23,236.10518904023058,,,
4312,9215,777e88ff0815f013c55d7bb843f8ecdc,Attack,11,26.75,Blade,Halberd,1.60,Category,Bladed,50.00,Color Scheme,Hex Tile,3.90,Defense,8,22.62,Energy Type,HyperLight - Focused,15.74,Handle,Encased,7.95,Pomel,Link,9.40,Weapon Type,Axe,13.57,135.2395610224399,,,
7938,9216,57097ce5aefc136d5b4bf5e0366f9787,Attack,10,28.78,Blade,Hatchet,3.25,Category,Bladed,50.00,Color Scheme,Silver Panels,3.76,Defense,8,22.62,Energy Type,Helios,19.63,Handle,Caged,7.89,Pomel,Icosa,8.33,Weapon Type,Axe,13.57,104.40299051578725,,,
620,9217,cee21ad0a1241cf950e3dfc1b691e084,Attack,9,14.61,Blade,Straight Edge,3.31,Category,Bladed,50.00,Color Scheme,Gold,0.64,Defense,9,30.42,Energy Type,AntiMatter,13.39,Handle,Bolstered,3.60,Pomel,Goldberg,9.00,Weapon Type,Sword,16.20,251.12340660049279,,,
645,9218,025d0875e63cd0e9b1afc807388a2e99,Attack,13,7.36,Blade,Crown's Enforcer,0.60,Category,Bladed,50.00,Color Scheme,Rusty,5.91,Defense,9,30.42,Energy Type,HyperLight - Focused,15.74,Handle,Charged,5.52,Pomel,Orical,7.42,Weapon Type,Axe,13.57,247.77687582909385,,,
8643,9219,a753a37cc7c2a96125edf531389b01bb,Attack,12,16.48,Barrel,Phaser,2.95,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Scratched Black Paint,6.06,Defense,8,22.62,Energy Type,HyperLight - Focused,15.74,Grip,Arch,7.06,Weapon Type,Sidearm,16.94,99.66148360120461,,,
3675,9220,b8e5e862730fda9d2d67b469d4840651,Attack,11,26.75,Blade,Falcon Wing,2.46,Category,Bladed,50.00,Color Scheme,Scratched Black Paint,6.06,Defense,12,4.18,Energy Type,AntiMatter - Dark,5.73,Handle,Charged,5.52,Pomel,Spiral,7.28,Weapon Type,Sword,16.20,142.2908716543923,,,
8075,9221,625df7e2a452f14502ad3f10c70cfa55,Attack,11,26.75,Barrel,Brute - Sidearm,3.22,Cartridge,Reactor,5.05,Category,Firearm,50.00,Color Scheme,Army Green,5.81,Defense,9,30.42,Energy Type,HyperLight - Focused,15.74,Grip,Arch,7.06,Weapon Type,Sidearm,16.94,103.51594733731353,,,
1884,9222,47df9340fc09061ba48bf7cfcfaa7668,Attack,13,7.36,Blade,Hephaestus,1.28,Category,Bladed,50.00,Color Scheme,Rusty,5.91,Defense,10,22.66,Energy Type,AntiMatter,13.39,Handle,Ladder Grip,8.14,Pomel,Omni,2.85,Weapon Type,Axe,13.57,177.25568119675032,,,
8991,9223,8505207bf3721afcfdbe580d9790f3e2,Attack,11,26.75,Blade,Vulture,3.15,Category,Bladed,50.00,Color Scheme,Carbon Fiber,5.28,Defense,9,30.42,Energy Type,Valorite,10.09,Handle,Ladder Grip,8.14,Pomel,Link,9.40,Weapon Type,Knife,20.23,97.48832108651229,,,
288,9224,8e17f7f6d6533b39b95dbf6270848aca,Attack,12,16.48,Blade,Wolf Fang,1.11,Category,Bladed,50.00,Color Scheme,Irridescent Black,0.85,Defense,10,22.66,Energy Type,HyperLight - Focused,15.74,Handle,Bolstered,3.60,Pomel,Gyroscope,1.98,Weapon Type,Knife,20.23,309.797394911545,,,
732,9225,63ada298b1025ac448cefc0da61d27c3,Attack,14,2.42,Barrel,Scorpion,1.52,Cartridge,Reactor,5.05,Category,Firearm,50.00,Color Scheme,Damascus,2.92,Defense,11,11.74,Energy Type,AntiMatter - Dark,5.73,Grip,Carved,6.94,Stock,Marksman,3.64,240.8063064883236,Weapon Type,Rifle,10.21
4729,9226,62dd16f64a42317e8a5bbc429aa307e2,Attack,11,26.75,Barrel,Warhawk - Blaster,2.20,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Damascus,2.92,Defense,9,30.42,Energy Type,Helios,19.63,Grip,Sheared,6.10,Weapon Type,Blaster,7.04,131.01964118198163,,,
5689,9227,9a9c0c7180d830fec724aca43967b468,Attack,13,7.36,Barrel,Phaser,2.95,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Scratched White Paint,5.66,Defense,10,22.66,Energy Type,AntiMatter - Dark,5.73,Grip,Sheared,6.10,Weapon Type,Sidearm,16.94,121.66677299377207,,,
5514,9228,40eec9fd350a3c1804599ce47e2522b8,Attack,11,26.75,Blade,Vulture,3.15,Category,Bladed,50.00,Color Scheme,Rubber,4.31,Defense,7,7.57,Energy Type,Helios,19.63,Handle,Ladder Grip,8.14,Pomel,Beacon,3.71,Weapon Type,Knife,20.23,123.17283270115887,,,
1529,9229,a610ec2f6ecce57a7ad5506c240f6144,Attack,12,16.48,Blade,Wolf Fang,1.11,Category,Bladed,50.00,Color Scheme,Tech Panels,5.19,Defense,12,4.18,Energy Type,AntiMatter - Dark,5.73,Handle,Encased,7.95,Pomel,Spiral,7.28,Weapon Type,Knife,20.23,190.05935976859487,,,
8424,9230,2365e0d22f6720dab02880c5ea6aa410,Attack,10,28.78,Blade,Falcon Wing,2.46,Category,Bladed,50.00,Color Scheme,Midnight Blue,6.35,Defense,9,30.42,Energy Type,HyperLight - Focused,15.74,Handle,Conical,7.86,Pomel,Link,9.40,Weapon Type,Sword,16.20,101.04740798447816,,,
9515,9231,3f9da4563a800231be0938d2941d6461,Attack,10,28.78,Barrel,Ironside - Sidearm,4.39,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Rubber,4.31,Defense,7,7.57,Energy Type,Helios,19.63,Grip,Widow,7.87,Weapon Type,Sidearm,16.94,93.3446101313749,,,
2153,9232,1c9535a060024243a95558f743077e14,Attack,13,7.36,Barrel,Scorpion,1.52,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Striped,5.23,Defense,11,11.74,Energy Type,Valorite,10.09,Grip,Arch,7.06,Stock,Fixed Hollow,5.03,169.36558045146148,Weapon Type,Rifle,10.21
9037,9233,91fa73d481b09b1acf56d62acc38127d,Attack,10,28.78,Blade,Battle Axe,2.96,Category,Bladed,50.00,Color Scheme,Army Green,5.81,Defense,8,22.62,Energy Type,Helios,19.63,Handle,Conical,7.86,Pomel,Goldberg,9.00,Weapon Type,Axe,13.57,97.18818707955218,,,
3676,9234,f4a00d262d78ddbdbbdeef39e4b858dd,Attack,10,28.78,Barrel,Warhawk - Rifle,2.58,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Tech Panels,5.19,Defense,7,7.57,Energy Type,HyperLight - Focused,15.74,Grip,Recurved,4.07,Stock,Fixed Hollow,5.03,142.2856115531244,Weapon Type,Rifle,10.21
8187,9235,053f3958004dea240f2ffc308557b38c,Attack,9,14.61,Barrel,Warhawk - Sidearm,4.45,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Scratched Black Paint,6.06,Defense,7,7.57,Energy Type,HyperLight - Focused,15.74,Grip,Recurved,4.07,Weapon Type,Sidearm,16.94,102.82980369730652,,,
3181,9236,c487002df89a3af7fa6739313c3f9c5c,Attack,12,16.48,Barrel,Warhawk - Rifle,2.58,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Rusty,5.91,Defense,9,30.42,Energy Type,AntiMatter - Dark,5.73,Grip,Recurved,4.07,Stock,Circut,5.08,148.8887929298346,Weapon Type,Rifle,10.21
973,9237,47c745d613ed8f788fae7a9576ea885c,Attack,12,16.48,Barrel,Eastwood,0.62,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Scratched Black Paint,6.06,Defense,10,22.66,Energy Type,AntiMatter,13.39,Grip,Hollow Glow,8.05,Weapon Type,Sidearm,16.94,221.04192881957061,,,
223,9238,498f69f034211bd81befa02a056beb35,Attack,12,16.48,Barrel,Rampage,1.10,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Frosted Crystal,1.17,Defense,10,22.66,Energy Type,Helios,19.63,Grip,Carved,6.94,Stock,Phantom,0.95,330.3039010744515,Weapon Type,SMG,15.81
4468,9239,697ad8611a2269a13bc06547917e472f,Attack,10,28.78,Blade,Cyber Edge,1.85,Category,Bladed,50.00,Color Scheme,Tech Lines,3.96,Defense,7,7.57,Energy Type,HyperLight,20.07,Handle,Conical,7.86,Pomel,Link,9.40,Weapon Type,Axe,13.57,133.70395607670517,,,
9168,9240,c7e482f571c5adf21dcbae9679516d6b,Attack,10,28.78,Blade,Battle Axe,2.96,Category,Bladed,50.00,Color Scheme,Midnight Blue,6.35,Defense,8,22.62,Energy Type,HyperLight - Focused,15.74,Handle,Conical,7.86,Pomel,Link,9.40,Weapon Type,Axe,13.57,96.51069802579082,,,
8778,9241,d517e19b89d15e3fbf2d7dd9ee4e3875,Attack,11,26.75,Blade,Hatchet,3.25,Category,Bladed,50.00,Color Scheme,Rusty,5.91,Defense,8,22.62,Energy Type,AntiMatter,13.39,Handle,Encased,7.95,Pomel,Orical,7.42,Weapon Type,Axe,13.57,98.74205074332387,,,
2889,9242,522b52c4690ef8dc8c1e431ae5834783,Attack,12,16.48,Blade,Halberd,1.60,Category,Bladed,50.00,Color Scheme,Tech Lines,3.96,Defense,8,22.62,Energy Type,HyperLight - Focused,15.74,Handle,Encased,7.95,Pomel,Beacon,3.71,Weapon Type,Axe,13.57,153.49658406721238,,,
8390,9243,cc2b88a25c3dcd08247d1f3b71e69409,Attack,11,26.75,Barrel,Ironside - Sidearm,4.39,Cartridge,Reactor,5.05,Category,Firearm,50.00,Color Scheme,Midnight Blue,6.35,Defense,8,22.62,Energy Type,HyperLight - Focused,15.74,Grip,Serrated,4.85,Weapon Type,Sidearm,16.94,101.36322379598461,,,
1713,9244,8f4a6d77c06c086a4541ed77940723b1,Attack,12,16.48,Barrel,Ironside - Blaster,1.76,Cartridge,Reactor,5.05,Category,Firearm,50.00,Color Scheme,Tech Lines,3.96,Defense,10,22.66,Energy Type,HyperLight,20.07,Grip,Flintlock,2.02,Weapon Type,Blaster,7.04,183.0457680852329,,,
1364,9245,a18fa15b4568c429234ad57521927bcf,Attack,12,16.48,Barrel,Rampage,1.10,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Rusty,5.91,Defense,12,4.18,Energy Type,Valorite,10.09,Grip,Widow,7.87,Stock,Compact,4.30,196.99430292449685,Weapon Type,SMG,15.81
1166,9246,01ad74bb52c5de2c4c46a72aa93b965c,Attack,8,2.94,Blade,Hollow Point,3.42,Category,Bladed,50.00,Color Scheme,Frosted Crystal,1.17,Defense,7,7.57,Energy Type,HyperLight,20.07,Handle,Tusk,4.52,Pomel,Goldberg,9.00,Weapon Type,Knife,20.23,207.0942163091272,,,
4161,9247,07b627fcebeaab6d9168a8ed138c454b,Attack,12,16.48,Barrel,Ironside - Blaster,1.76,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Sandstorm,5.70,Defense,8,22.62,Energy Type,HyperLight - Focused,15.74,Grip,Recurved,4.07,Weapon Type,Blaster,7.04,136.95380367734242,,,
1715,9248,1ab2fc555df1129195181e42f953209b,Attack,11,26.75,Barrel,Rampage,1.10,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Scratched White Paint,5.66,Defense,10,22.66,Energy Type,Helios,19.63,Grip,Recurved,4.07,Stock,Compact,4.30,182.94863295045727,Weapon Type,SMG,15.81
8154,9249,19301bec854d81e71889f171b82fa869,Attack,10,28.78,Blade,Vulture,3.15,Category,Bladed,50.00,Color Scheme,Scratched Black Paint,6.06,Defense,7,7.57,Energy Type,HyperLight,20.07,Handle,Caged,7.89,Pomel,Orical,7.42,Weapon Type,Knife,20.23,103.00943165112012,,,
9357,9250,0cf25783431645d327acdf1d5d4ae8d2,Attack,10,28.78,Blade,Straight Edge,3.31,Category,Bladed,50.00,Color Scheme,Ivory,6.16,Defense,8,22.62,Energy Type,HyperLight - Focused,15.74,Handle,Conical,7.86,Pomel,Orical,7.42,Weapon Type,Sword,16.20,95.06656316731409,,,
9528,9251,edb4d4f2682a9c01086fc8a4edffd92d,Attack,10,28.78,Barrel,Warhawk - Sidearm,4.45,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Scratched Black Paint,6.06,Defense,10,22.66,Energy Type,AntiMatter - Dark,5.73,Grip,Carved,6.94,Weapon Type,Sidearm,16.94,93.22633477636997,,,
2108,9252,d4d298be06beba55b2a2421dc2d6f0a6,Attack,12,16.48,Barrel,Mustang,1.30,Cartridge,Reactor,5.05,Category,Firearm,50.00,Color Scheme,Striped,5.23,Defense,11,11.74,Energy Type,AntiMatter,13.39,Grip,Recurved,4.07,Weapon Type,Sidearm,16.94,170.37283692788128,,,
2645,9253,0197cc7e592703d046a6dec9efb0cd19,Attack,10,28.78,Blade,Barbarian,1.98,Category,Bladed,50.00,Color Scheme,Gold Plated,2.22,Defense,11,11.74,Energy Type,HyperLight - Focused,15.74,Handle,Tusk,4.52,Pomel,Spiral,7.28,Weapon Type,Sword,16.20,157.92885547751166,,,
9130,9254,429d394b077929c29afaafd40e97ba38,Attack,10,28.78,Barrel,Warhawk - Sidearm,4.45,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Scratched Black Paint,6.06,Defense,7,7.57,Energy Type,HyperLight - Focused,15.74,Grip,Sheared,6.10,Weapon Type,Sidearm,16.94,96.66007244130691,,,
5525,9255,3149ed90f5d2149750bb1017a3ec9c90,Attack,9,14.61,Blade,Breaker,3.11,Category,Bladed,50.00,Color Scheme,Striped,5.23,Defense,10,22.66,Energy Type,HyperLight,20.07,Handle,Ladder Grip,8.14,Pomel,Omni,2.85,Weapon Type,Sword,16.20,123.06062148614978,,,
5313,9256,726128fb748a85fc55ec3d115f250b1b,Attack,10,28.78,Barrel,Ironside - SMG,3.94,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Luminescent,3.61,Defense,9,30.42,Energy Type,Helios - Charged,10.13,Grip,Carved,6.94,Stock,Marksman,3.64,124.89714058179175,Weapon Type,SMG,15.81
1977,9257,351debca99bb2bf03888f3c88ab2c6c3,Attack,11,26.75,Barrel,Ironside - Sidearm,4.39,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Sandstorm,5.70,Defense,10,22.66,Energy Type,Helios - Charged,10.13,Grip,Coffin,0.99,Weapon Type,Sidearm,16.94,173.85990046122612,,,
5216,9258,8b0dbdd0504167e5da64d871cb09f40b,Attack,8,2.94,Blade,Breaker,3.11,Category,Bladed,50.00,Color Scheme,Midnight Blue,6.35,Defense,10,22.66,Energy Type,HyperLight,20.07,Handle,Encased,7.95,Pomel,Spiral,7.28,Weapon Type,Sword,16.20,125.7993210707531,,,
712,9259,029d065ac97b952df8c0c9ed6a0af612,Attack,13,7.36,Barrel,Brute - Rifle,2.10,Cartridge,Reactor,5.05,Category,Firearm,50.00,Color Scheme,Sandstorm,5.70,Defense,10,22.66,Energy Type,HyperLight - Focused,15.74,Grip,Coffin,0.99,Stock,Fixed Hollow,5.03,242.0032828165724,Weapon Type,Rifle,10.21
2818,9260,4b3828244ff23ec0f2cd0f57ef60fd93,Attack,13,7.36,Barrel,Brute - Rifle,2.10,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Midnight Blue,6.35,Defense,10,22.66,Energy Type,AntiMatter - Dark,5.73,Grip,Arch,7.06,Stock,Circut,5.08,154.81473677074464,Weapon Type,Rifle,10.21
2942,9261,25cf3172a20c4109817c9245448358f4,Attack,11,26.75,Barrel,Phaser,2.95,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Wooden/Traditional,1.39,Defense,10,22.66,Energy Type,Helios - Charged,10.13,Grip,Arch,7.06,Weapon Type,Sidearm,16.94,152.5319535987398,,,
676,9262,e1bd24447fd62c94d3897fd1f89fd356,Attack,14,2.42,Barrel,Trinity,1.19,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Midnight Blue,6.35,Defense,10,22.66,Energy Type,AntiMatter,13.39,Grip,Columnar,2.01,Stock,Circut,5.08,244.56785087165045,Weapon Type,Rifle,10.21
6163,9263,a465121d857aa9e08291b8256794496a,Attack,9,14.61,Blade,Breaker,3.11,Category,Bladed,50.00,Color Scheme,Rubber,4.31,Defense,9,30.42,Energy Type,Helios,19.63,Handle,Bolstered,3.60,Pomel,Goldberg,9.00,Weapon Type,Sword,16.20,117.64410683185491,,,
4156,9264,6b2edb0e05f68dfa16318a51f949d88a,Attack,9,14.61,Blade,Barbarian,1.98,Category,Bladed,50.00,Color Scheme,Rubber,4.31,Defense,10,22.66,Energy Type,HyperLight,20.07,Handle,Bolstered,3.60,Pomel,Goldberg,9.00,Weapon Type,Sword,16.20,137.0088857182969,,,
9030,9265,d0f4c8d3cbf08c425e3e2a24eb44276c,Attack,9,14.61,Blade,Breaker,3.11,Category,Bladed,50.00,Color Scheme,Midnight Blue,6.35,Defense,9,30.42,Energy Type,HyperLight,20.07,Handle,Encased,7.95,Pomel,Orical,7.42,Weapon Type,Sword,16.20,97.24541612305862,,,
4988,9266,2bbb5ce557591d217612d2b901a34336,Attack,11,26.75,Blade,Halberd,1.60,Category,Bladed,50.00,Color Scheme,Army Green,5.81,Defense,8,22.62,Energy Type,HyperLight,20.07,Handle,Caged,7.89,Pomel,Orical,7.42,Weapon Type,Axe,13.57,128.37400617765076,,,
8573,9267,1dc5b6de4324ce592d6799a97a7cd0c2,Attack,9,14.61,Blade,Hollow Point,3.42,Category,Bladed,50.00,Color Scheme,Ivory,6.16,Defense,8,22.62,Energy Type,HyperLight - Focused,15.74,Handle,Charged,5.52,Pomel,Icosa,8.33,Weapon Type,Knife,20.23,100.15616360761248,,,
7610,9268,4b7923f6ccc57683f8367fe0bc58e6a2,Attack,9,14.61,Barrel,Brute - SMG,3.74,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Ivory,6.16,Defense,10,22.66,Energy Type,HyperLight,20.07,Grip,Widow,7.87,Stock,Fixed Hollow,5.03,106.72495158406213,Weapon Type,SMG,15.81
675,9269,1833d5ef2e687f55ebc1d9680277653e,Attack,11,26.75,Barrel,Chimara,0.59,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Scratched Black Paint,6.06,Defense,10,22.66,Energy Type,HyperLight,20.07,Grip,Hollow Glow,8.05,Stock,Fixed Hollow,5.03,244.73042806937636,Weapon Type,SMG,15.81
4523,9270,9d853174ffdc82ae38f097934241ad9c,Attack,12,16.48,Barrel,Warhawk - Blaster,2.20,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Hex Tile,3.90,Defense,10,22.66,Energy Type,Valorite,10.09,Grip,Serrated,4.85,Weapon Type,Blaster,7.04,133.2856242348201,,,
7673,9271,80c30aadb89526615d48025cf9924587,Attack,10,28.78,Blade,Straight Edge,3.31,Category,Bladed,50.00,Color Scheme,Tech Lines,3.96,Defense,9,30.42,Energy Type,Helios - Charged,10.13,Handle,Encased,7.95,Pomel,Orical,7.42,Weapon Type,Sword,16.20,106.32616487709541,,,
2239,9272,6f0e86298bf6e61728bec1d6bcafd606,Attack,13,7.36,Barrel,Scorpion,1.52,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Ivory,6.16,Defense,9,30.42,Energy Type,Helios - Charged,10.13,Grip,Sheared,6.10,Stock,Circut,5.08,166.99394389282386,Weapon Type,Rifle,10.21
8199,9273,60f1a1cb1f7fc2ca4087cea85a22ca21,Attack,9,14.61,Blade,Rose Thorn,3.05,Category,Bladed,50.00,Color Scheme,Sandstorm,5.70,Defense,8,22.62,Energy Type,HyperLight,20.07,Handle,Charged,5.52,Pomel,Goldberg,9.00,Weapon Type,Knife,20.23,102.7490062612371,,,
2159,9274,c1e84e58752de8b3c91bdbd40c727bbc,Attack,10,28.78,Barrel,Warhawk - SMG,4.30,Cartridge,Reactor,5.05,Category,Firearm,50.00,Color Scheme,Hex Tile,3.90,Defense,11,11.74,Energy Type,AntiMatter,13.39,Grip,Flintlock,2.02,Stock,Compact,4.30,169.24547755314512,Weapon Type,SMG,15.81
2371,9275,72290006d0c4109f85850bb5e0bd4ca4,Attack,12,16.48,Blade,Guillotine,1.58,Category,Bladed,50.00,Color Scheme,Tech Panels,5.19,Defense,12,4.18,Energy Type,Valorite,10.09,Handle,Charged,5.52,Pomel,Spiral,7.28,Weapon Type,Axe,13.57,163.68257341548968,,,
6771,9276,fa5f774d38b7c08d72677a1b4735819b,Attack,12,16.48,Barrel,Phaser,2.95,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Rubber,4.31,Defense,9,30.42,Energy Type,AntiMatter,13.39,Grip,Serrated,4.85,Weapon Type,Sidearm,16.94,112.79740456945568,,,
4663,9277,c4975b05b36b04a15431b3ebe9c1ba7b,Attack,12,16.48,Blade,Vulture,3.15,Category,Bladed,50.00,Color Scheme,Silver Panels,3.76,Defense,9,30.42,Energy Type,AntiMatter - Dark,5.73,Handle,Caged,7.89,Pomel,Beacon,3.71,Weapon Type,Knife,20.23,131.72065841141233,,,
7325,9278,1d0ba2c2c737e1e8496dae350e83c76e,Attack,9,14.61,Blade,Twin Ultima,2.79,Category,Bladed,50.00,Color Scheme,Tech Lines,3.96,Defense,8,22.62,Energy Type,HyperLight,20.07,Handle,Caged,7.89,Pomel,Link,9.40,Weapon Type,Sword,16.20,108.82828226128782,,,
5927,9279,1389a39fa9de9052f2c3a1f5f4577f21,Attack,11,26.75,Barrel,Brute - SMG,3.74,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Light Camo,5.36,Defense,10,22.66,Energy Type,AntiMatter,13.39,Grip,Hollow Glow,8.05,Stock,Marksman,3.64,119.58628993441025,Weapon Type,SMG,15.81
4966,9280,a5ef68f9accf9d2744bc5146b515fac6,Attack,11,26.75,Barrel,Warhawk - Rifle,2.58,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Ivory,6.16,Defense,9,30.42,Energy Type,AntiMatter - Dark,5.73,Grip,Widow,7.87,Stock,Circut,5.08,128.63205522163037,Weapon Type,Rifle,10.21
